Year,Month,Day,ETH to USD,Latency - 100 GWei,Deploy (StackelbergGameOffChain),Deploy (StackelbergGameOnChain),grantRole,revokeRole,initialize,input,initEvaluation,output (StackelbergGameOffChain),output (StackelbergGameOnChain)
2022,10,15,1274.91,45.0,283.09019575200006,344.53282581900004,6.6331017480000005,3.84130383,8.978936148,16.568092905,3.928507674,29.931827016,37.130351349
2022,10,16,1305.87,45.13461538461539,289.964777064,352.899484083,6.7941804359999995,3.93458631,9.196981236,16.970433585,4.023907818,30.658693511999996,38.032027293
2022,10,17,1331.52,47.51913709116214,295.660287744,359.831163168,6.927632256000001,4.011869760000001,9.377629056,17.30376816,4.102945728,31.260893952000004,38.779055328
2022,10,18,1310.78,65.7251542152159,291.05502881599995,354.22636690199994,6.819726183999999,3.9493801399999993,9.231561383999999,17.03424149,4.039037492,30.773968527999994,38.175025642
2022,10,19,1284.85,49.14249245764679,285.29734492,347.21902036499995,6.684817579999999,3.8712530499999995,9.04894158,16.697268174999998,3.959136789999999,30.165194359999997,37.419842915
2022,10,20,1282.68,45.02750582750583,284.815502496,346.63259761200004,6.673527504,3.8647148400000004,9.033658704,16.66906794,3.9524501520000004,30.114247968,37.35664405200001
2022,10,21,1299.88,89.87842227378191,288.634714336,351.280741092,6.763015664000001,3.91653844,9.154794864000001,16.89259054,4.005450232,30.518062688000004,37.857575132
2022,10,22,1313.91,45.0,291.750036552,355.072220919,6.836010948,3.95881083,9.253605348,17.074917405,4.048682274000001,30.847453416000004,38.266183449
2022,10,23,1364.2,47.5871944121071,302.91679023999995,368.66263577999996,7.09765976,4.1103346,9.60778776,17.7284611,4.20364588,32.028141919999996,39.73082438
2022,10,24,1343.83,51.12940630797774,298.393688776,363.157828647,6.991678724,4.04895979,9.464325924,17.463742765,4.140877762,31.549903207999996,39.137570537
2022,10,25,1460.37,56.92984901277584,324.27106946399994,394.65170313299996,7.598013035999999,4.400094809999999,10.285093836,18.978238334999997,4.4999841179999995,34.285982712,42.531669842999996
2022,10,26,1566.85,61.986492780624125,347.91465531999995,423.426954165,8.15200718,4.72091905,11.03501118,20.361999174999998,4.82809159,36.785877559999996,45.632782715
2022,10,27,1514.35,45.0,336.25717732,409.239306915,7.878860179999999,4.5627365499999994,10.665264180000001,19.679735425,4.66631809,35.553303559999996,44.103777965
2022,10,28,1555.12,45.031053000233484,345.310041664,420.25702840799994,8.090978336,4.6855765599999994,10.952399135999999,20.20956196,4.791946767999999,36.51048531199999,45.291159367999995
