Date(UTC),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain),Avg Gas Price (Wei),Value (USD),Cost Per Gas Unit (USD),Deploy (off-chain),Deploy (onchain),grantRole,revokeRole,setBandwidth,initialize,input,initEvaluation,output (off-chain),output (on-chain)
2023-05-29,43753085048,1893.01,8.28E-05,189.4939725,229.4090925,4.3092205,2.4955181,2.5165556,5.9802983,10.6296812,2.5515906,23.5472382,29.4730376,220252069168,0.91,2.00E-07,0.4585590,0.5551501,0.0104279,0.0060389,0.0060898,0.0144718,0.0257229,0.0061746,0.0569823,0.0713222
2023-05-30,52791040032,1901.24,1.00E-04,229.6312406,278.0008981,5.2219690,3.0241010,3.0495946,7.2470026,12.8811848,3.0920504,28.5348470,35.7158072,233485025003,0.9,2.10E-07,0.4807678,0.5820370,0.0109330,0.0063314,0.0063848,0.0151727,0.0269687,0.0064737,0.0597420,0.0747765
2023-05-31,45644667671,1874.04,8.55E-05,195.7053585,236.9288486,4.4504716,2.5773182,2.5990453,6.1763253,10.9781095,2.6352287,24.3190885,30.4391285,214804535274,0.89,1.91E-07,0.4373884,0.5295202,0.0099465,0.0057601,0.0058087,0.0138037,0.0245353,0.0058896,0.0543515,0.0680294
2023-06-01,46429527239,1862.13,8.65E-05,197.8053664,239.4712034,4.4982272,2.6049740,2.6269343,6.2426001,11.0959096,2.6635059,24.5800434,30.7657543,211499407372,0.89,1.88E-07,0.4306584,0.5213726,0.0097935,0.0056715,0.0057193,0.0135913,0.0241578,0.0057989,0.0535152,0.0669827
2023-06-02,37543014337,1907.37,7.16E-05,163.8316851,198.3412861,3.7256428,2.1575617,2.1757502,5.1704143,9.1901529,2.2060406,20.3583452,25.4816412,221920011917,0.9,2.00E-07,0.4569543,0.5532074,0.0103914,0.0060178,0.0060685,0.0144212,0.0256329,0.0061530,0.0567829,0.0710726
2023-06-03,29191407795,1892.61,5.52E-05,126.4008463,153.0259938,2.8744404,1.6646207,1.6786537,3.9891230,7.0904667,1.7020236,15.7070475,19.6598174,196005183264,0.9,1.76E-07,0.4035932,0.4886063,0.0091780,0.0053151,0.0053599,0.0127371,0.0226396,0.0054345,0.0501520,0.0627731
2023-06-04,26538386439,1890.3,5.02E-05,114.7728218,138.9486355,2.6100113,1.5114869,1.5242289,3.6221506,6.4381916,1.5454489,14.2621052,17.8512469,191878132804,0.89,1.71E-07,0.3907053,0.4730037,0.0088849,0.0051453,0.0051887,0.0123304,0.0219166,0.0052610,0.0485505,0.0607685
2023-06-05,42765863720,1842.44,7.88E-05,180.2703960,218.2426566,4.0994702,2.3740493,2.3940629,5.6892086,10.1122839,2.4273925,22.4010816,28.0384441,275150844755,0.84,2.31E-07,0.5287909,0.6401757,0.0120251,0.0069638,0.0070226,0.0166883,0.0296626,0.0071203,0.0657096,0.0822457
2023-06-06,32443616526,1886.16,6.12E-05,140.0043731,169.4949753,3.1837937,1.8437708,1.8593140,4.4184409,7.8535577,1.8851990,17.3974732,21.7756486,249699411174,0.82,2.05E-07,0.4684521,0.5671271,0.0106529,0.0061692,0.0062212,0.0147840,0.0262779,0.0063078,0.0582116,0.0728609
2023-06-07,28583680802,1832.43,5.24E-05,119.8338074,145.0756700,2.7251015,1.5781369,1.5914408,3.7818718,6.7220881,1.6135965,14.8910024,18.6384098,238638726113,0.77,1.84E-07,0.4204027,0.5089565,0.0095602,0.0055364,0.0055831,0.0132676,0.0235825,0.0056608,0.0522408,0.0653875
2023-06-08,29881294913,1846.21,5.52E-05,126.2159743,152.8021802,2.8702362,1.6621861,1.6761985,3.9832886,7.0800963,1.6995343,15.6840746,19.6310632,209991785333,0.78,1.64E-07,0.3747406,0.4536761,0.0085219,0.0049351,0.0049767,0.0118266,0.0210211,0.0050460,0.0465667,0.0582855
2023-06-09,27112035037,1840.48,4.99E-05,114.1634359,138.2108881,2.5961534,1.5034616,1.5161360,3.6029188,6.4040081,1.5372434,14.1863806,17.7564658,232005756771,0.73,1.69E-07,0.3874855,0.4691056,0.0088117,0.0051029,0.0051460,0.0122288,0.0217360,0.0052176,0.0481504,0.0602677
2023-06-10,29347417846,1752.48,5.14E-05,117.6675679,142.4531326,2.6758397,1.5496089,1.5626723,3.7135068,6.6005727,1.5844275,14.6218173,18.3014827,652620740853,0.61,3.98E-07,0.9108031,1.1026552,0.0207123,0.0119947,0.0120958,0.0287443,0.0510916,0.0122642,0.1131798,0.1416622
2023-06-11,22461462688,1753.15,3.94E-05,90.0929736,109.0702097,2.0487749,1.1864686,1.1964707,2.8432717,5.0537734,1.2131277,11.1952939,14.0126547,243347828704,0.64,1.56E-07,0.3563209,0.4313765,0.0081030,0.0046925,0.0047321,0.0112452,0.0199879,0.0047980,0.0442778,0.0554205
2023-06-12,22163743288,1742.62,3.86E-05,88.3648647,106.9780909,2.0094765,1.1637105,1.1735207,2.7887338,4.9568349,1.1898582,10.9805525,13.7438724,282226660278,0.64,1.81E-07,0.4132490,0.5002960,0.0093976,0.0054422,0.0054881,0.0130419,0.0231812,0.0055645,0.0513519,0.0642749
2023-06-13,21159834803,1739.25,3.68E-05,84.1992254,101.9349990,1.9147471,1.1088516,1.1181993,2.6572691,4.7231630,1.1337667,10.4629144,13.0959677,292979562667,0.64,1.88E-07,0.4289939,0.5193574,0.0097556,0.0056496,0.0056972,0.0135387,0.0240645,0.0057765,0.0533084,0.0667238
2023-06-14,26846036954,1650.7,4.43E-05,101.3869705,122.7431807,2.3056080,1.3352035,1.3464595,3.1997024,5.6873111,1.3652046,12.5987286,15.7692720,387038949008,0.62,2.40E-07,0.5490099,0.6646537,0.0124849,0.0072301,0.0072911,0.0173264,0.0307968,0.0073926,0.0682220,0.0853905
2023-06-15,23774015840,1665.41,3.96E-05,90.5852583,109.6661896,2.0599698,1.1929517,1.2030084,2.8588079,5.0813881,1.2197565,11.2564670,14.0892224,339155995606,0.59,2.00E-07,0.4578100,0.5542434,0.0104109,0.0060291,0.0060799,0.0144482,0.0256809,0.0061645,0.0568892,0.0712057
2023-06-16,25512775797,1716.91,4.38E-05,100.2164591,121.3261121,2.2789898,1.3197886,1.3309146,3.1627619,5.6216512,1.3494433,12.4532765,15.5872159,274046601674,0.59,1.62E-07,0.3699221,0.4478427,0.0084123,0.0048716,0.0049127,0.0116745,0.0207508,0.0049811,0.0459679,0.0575360
2023-06-17,22782178091,1727.25,3.94E-05,90.0293791,108.9932197,2.0473287,1.1856311,1.1956261,2.8412647,5.0502060,1.2122714,11.1873914,14.0027635,267181089334,0.61,1.63E-07,0.3728802,0.4514239,0.0084795,0.0049106,0.0049520,0.0117678,0.0209167,0.0050209,0.0463355,0.0579961
2023-06-18,19258566570,1720.48,3.31E-05,75.8066664,91.7746265,1.7238946,0.9983268,1.0067428,2.3924058,4.2523817,1.0207585,9.4200233,11.7906269,233509926373,0.6,1.40E-07,0.3205460,0.3880660,0.0072894,0.0042214,0.0042570,0.0101162,0.0179811,0.0043162,0.0398323,0.0498563
2023-06-19,23797800158,1736.73,4.13E-05,94.5590131,114.4769784,2.1503356,1.2452836,1.2557815,2.9842168,5.3042962,1.2732642,11.7502608,14.7072823,248095857044,0.61,1.51E-07,0.3462447,0.4191779,0.0078738,0.0045598,0.0045983,0.0109272,0.0194226,0.0046623,0.0430257,0.0538533
2023-06-20,23485662783,1792.69,4.21E-05,96.3256233,116.6157084,2.1905095,1.2685487,1.2792427,3.0399698,5.4033944,1.2970521,11.9697865,14.9820529,260939110909,0.63,1.64E-07,0.3761088,0.4553326,0.0085530,0.0049531,0.0049949,0.0118697,0.0210979,0.0050644,0.0467367,0.0584983
2023-06-21,25911901778,1889.69,4.90E-05,112.0272473,135.6247316,2.5475750,1.4753294,1.4877666,3.5355022,6.2841784,1.5084790,13.9209297,17.4242126,289127467339,0.67,1.94E-07,0.4431982,0.5365537,0.0100786,0.0058366,0.0058858,0.0139870,0.0248612,0.0059678,0.0550735,0.0689330
2023-06-22,21751822867,1872.42,4.07E-05,93.1821530,112.8100956,2.1190249,1.2271512,1.2374962,2.9407641,5.2270611,1.2547244,11.5791670,14.4931317,303358423299,0.66,2.00E-07,0.4580721,0.5545606,0.0104169,0.0060325,0.0060834,0.0144564,0.0256956,0.0061681,0.0569218,0.0712465
2023-06-23,24162209448,1893.48,4.58E-05,104.6721580,126.7203620,2.3803154,1.3784674,1.3900881,3.3033807,5.8715940,1.4094406,13.0069585,16.2802352,270523296393,0.68,1.84E-07,0.4208694,0.5095216,0.0095709,0.0055426,0.0055893,0.0132823,0.0236087,0.0056671,0.0522988,0.0654601
2023-06-24,19458952565,1875.93,3.65E-05,83.5160411,101.1079084,1.8992110,1.0998545,1.1091264,2.6357083,4.6848397,1.1245674,10.3780193,12.9897083,226049117633,0.65,1.47E-07,0.3361631,0.4069726,0.0076446,0.0044271,0.0044644,0.0106091,0.0188571,0.0045265,0.0417729,0.0522853
2023-06-25,16577140864,1899.46,3.15E-05,72.0399813,87.2145247,1.6382377,0.9487219,0.9567197,2.2735318,4.0410891,0.9700390,8.9519607,11.2047737,235063203895,0.67,1.57E-07,0.3603241,0.4362229,0.0081940,0.0047452,0.0047852,0.0113716,0.0202124,0.0048519,0.0447752,0.0560432
2023-06-26,18356299421,1859.19,3.41E-05,78.0805240,94.5274508,1.7756037,1.0282721,1.0369405,2.4641672,4.3799339,1.0513766,9.7025814,12.1442924,244831694355,0.65,1.59E-07,0.3640951,0.4407883,0.0082798,0.0047949,0.0048353,0.0114906,0.0204239,0.0049026,0.0452438,0.0566297
2023-06-27,23748973334,1889.74,4.49E-05,102.6787817,124.3070997,2.3349846,1.3522159,1.3636152,3.2404711,5.7597754,1.3825992,12.7592540,15.9701945,243520008358,0.66,1.61E-07,0.3677159,0.4451718,0.0083621,0.0048426,0.0048834,0.0116049,0.0206271,0.0049514,0.0456938,0.0571929
2023-06-28,25018334896,1827.52,4.57E-05,104.6054595,126.6396141,2.3787986,1.3775890,1.3892023,3.3012757,5.8678525,1.4085425,12.9986703,16.2698612,299382543758,0.61,1.83E-07,0.4178209,0.5058309,0.0095015,0.0055024,0.0055488,0.0131861,0.0234377,0.0056261,0.0519200,0.0649860
2023-06-29,38654952329,1851.93,7.16E-05,163.7810007,198.2799255,3.7244902,2.1568942,2.1750771,5.1688147,9.1873098,2.2053581,20.3520470,25.4737579,238809128562,0.62,1.48E-07,0.3387478,0.4101018,0.0077034,0.0044611,0.0044987,0.0106906,0.0190021,0.0045613,0.0420941,0.0526873
2023-06-30,34621226394,1933.48,6.69E-05,153.1496270,185.4091531,3.4827256,2.0168856,2.0338882,4.8332960,8.5909419,2.0622036,19.0309522,23.8202020,355367019389,0.66,2.35E-07,0.5366052,0.6496360,0.0122028,0.0070668,0.0071263,0.0169349,0.0301009,0.0072255,0.0666806,0.0834611
